mouseclick	Duration	hold	release
right	0.128966	1.224836	0.205450
right	0.953309	0.863038	0.189254
right	0.732424	0.955918	0.286885
right	0.984828	1.356900	1.427096
right	0.980882	0.547919	0.831096
right	0.947893	0.658430	1.305003
right	0.472085	1.016313	1.556140
right	0.902042	1.479168	1.232150
right	0.017498	0.876144	0.956800
right	0.120909	0.868025	1.003538
right	0.086050	0.871018	0.767161
right	0.507747	0.538920	1.164705
right	0.326585	0.763285	0.936107
right	0.350446	1.344458	0.134295
right	0.749709	1.220730	1.708480
right	0.910259	0.904293	0.633537
right	0.912130	0.848305	0.926014
right	0.047847	0.946697	0.245637
right	0.813570	1.377012	1.726152
right	0.498598	0.608476	0.791961
right	0.323988	1.372689	0.966202
right	0.839959	1.194523	0.138496
right	0.813175	0.628066	1.484671
right	0.712574	1.322353	1.458205
right	0.390028	1.059338	0.899946
right	0.973798	1.164354	1.012353
right	0.216320	0.627119	0.891612
right	0.250488	0.662706	0.522415
right	0.823707	1.059903	1.192277
right	0.743956	1.209386	1.810884
right	0.110645	0.714395	0.702897
right	0.008144	0.901451	1.648069
right	0.216414	1.458860	1.085493
right	0.390795	1.022140	0.867997
right	0.427833	0.859422	1.498421
right	0.459726	1.148937	0.607904
right	0.037054	0.915393	0.986212
right	0.649853	0.946242	1.702033
right	0.245006	1.223973	0.633833
right	0.622292	0.502995	0.896259
right	0.514871	0.767365	1.920149
right	0.736680	1.220777	1.219676
right	0.284463	1.310501	0.231570
right	0.414996	0.781092	1.045524
right	0.677972	0.875263	0.959491
right	0.823988	1.262640	0.906083
right	0.876089	0.679262	1.189066
right	0.333370	1.192849	0.908135
right	0.709473	0.561502	1.042926
right	0.330473	0.985614	0.960434
right	0.672252	1.321037	0.777251
right	0.728596	0.823838	0.266144
right	0.673669	1.383636	1.232395
right	0.790639	0.892404	0.428584
right	0.375822	0.960651	1.128368
right	0.187527	1.049221	0.854116
right	0.275824	0.682070	1.104931
right	0.363990	1.145791	0.688500
right	0.657381	0.624300	1.589818
right	0.737280	0.787688	0.843111
right	0.097756	1.232022	0.261500
right	0.254878	0.700995	0.422482
right	0.191833	1.451490	0.653935
right	0.187792	1.483950	1.916252
right	0.588302	0.824735	0.450214
right	0.909903	0.532096	0.956792
right	0.627797	0.597939	1.480274
right	0.575109	1.422385	0.973786
right	0.505171	1.240605	1.883942
right	0.260208	1.376824	1.814865
right	0.135177	1.087822	0.354732
right	0.542170	1.003353	0.948872
right	0.701557	0.845527	1.769713
right	0.892589	0.933618	1.735312
right	0.924011	0.897540	1.615196
right	0.611749	0.784160	0.745460
right	0.628700	0.907336	0.889511
right	0.448700	1.405068	1.688595
right	0.299883	0.539337	0.999392
right	0.320857	1.108628	0.864315
right	0.826886	0.570208	0.411279
right	0.468195	1.235395	1.217929
right	0.199384	0.817715	1.834577
right	0.993520	0.725090	1.737852
right	0.794119	0.762230	0.861276
right	0.790897	1.261075	1.779166
right	0.388289	1.469870	0.255096
right	0.965998	1.479084	1.781615
right	0.195089	0.713114	0.860168
right	0.231170	0.687158	1.398706
right	0.783767	1.279058	1.324997
right	0.939171	1.353108	0.580816
right	0.749825	1.124399	0.604850
right	0.387393	1.036010	1.288533
right	0.559424	0.568492	1.020613
right	0.855390	0.816586	0.155425
right	0.582145	0.718514	1.428107
right	0.527256	0.850646	1.655482
right	0.434208	0.698373	1.957372
right	0.806098	1.082481	0.179511
right	0.323420	1.313087	1.923633
right	0.921110	0.598983	0.221682
right	0.713795	1.413400	1.751191
right	0.723895	1.184092	1.896409
right	0.434495	0.710354	1.035631
right	0.118638	0.709727	1.868999
right	0.681300	0.606696	0.723577
right	0.196394	0.914535	0.280792
right	0.638188	1.112593	0.469164
right	0.358631	0.574858	0.105954
right	0.807106	1.386166	1.809574
right	0.556688	1.212158	1.437678
right	0.230058	0.817260	0.711944
right	0.723107	1.377808	1.676996
right	0.880619	1.493607	1.933003
right	0.423416	0.702179	1.818313
right	0.201926	1.469264	1.940953
right	0.509484	1.102053	0.394658
right	0.622982	1.480206	1.075150
right	0.462048	1.404032	0.830157
right	0.455879	0.897748	0.478653
right	0.361587	0.661505	0.563941
right	0.294806	0.717281	0.253076
right	0.497862	1.017202	1.797368
right	0.776668	1.460434	0.419569
right	0.455194	0.782860	1.631403
right	0.544651	1.067405	0.488380
right	0.662576	1.224540	1.594433
right	0.532575	0.524689	0.474763
right	0.969420	1.331590	1.047915
right	0.405177	1.092451	1.475722
right	0.099367	1.303554	0.989094
right	0.887459	0.814308	0.647334
right	0.802250	0.726142	1.946348
right	0.998840	0.685001	0.120042
right	0.134000	1.441295	0.175170
right	0.205413	0.930072	1.376597
right	0.081666	1.382238	0.519535
right	0.747910	0.728701	0.338062
right	0.573026	1.013473	1.024030
right	0.426070	1.407682	1.391334
right	0.498359	0.901065	1.734459
right	0.543756	1.495715	0.501648
right	0.951388	0.843944	1.767970
right	0.535672	0.865050	1.325857
right	0.629921	0.760716	1.230164
right	0.615728	1.499953	0.172338
right	0.547572	0.922848	1.574458
right	0.084161	1.285663	0.824396
right	0.678775	1.144821	1.287109
right	0.301559	0.857380	1.413806
right	0.333396	0.841360	0.767178
right	0.251839	0.509800	1.437233
right	0.992811	0.598142	1.661106
right	0.391630	1.079783	0.429738
right	0.538138	1.298039	1.026777
right	0.206732	1.367422	1.606451
right	0.134789	0.795318	1.864618
right	0.238949	0.972027	0.212634
right	0.118679	1.045312	1.022257
right	0.272025	0.989956	1.914174
right	0.148014	1.375498	0.492226
right	0.043468	0.502426	1.590812
right	0.384841	1.296074	0.367422
right	0.203133	1.477968	1.800350
right	0.318506	0.930768	0.150686
right	0.281365	0.834612	0.878098
right	0.073049	1.180998	1.573557
right	0.232333	0.887396	1.465158
right	0.255928	0.927514	0.120610
right	0.006496	0.937027	1.226975
right	0.608084	1.487224	0.826581
right	0.051096	0.728808	1.003501
right	0.321347	0.920187	0.854463
right	0.459487	0.508175	0.253672
right	0.948357	0.747559	1.763126
right	0.148820	0.569354	1.360789
right	0.163406	1.061620	1.335198
right	0.349529	0.627161	1.844966
right	0.740880	0.800926	1.316846
right	0.235346	1.201890	0.303137
right	0.391009	1.337752	1.459441
right	0.161660	1.346759	1.206518
right	0.336185	0.626065	0.559800
right	0.761822	0.514191	0.140344
right	0.543519	1.235805	0.488047
right	0.593320	1.276772	0.702134
right	0.405916	0.960349	0.642820
right	0.788286	1.073362	0.151310
right	0.102228	0.801811	1.458806
right	0.118518	1.431566	1.067765
right	0.484626	0.687560	1.535213
right	0.028631	0.933178	0.764119
right	0.105302	1.396332	1.504358
right	0.082577	0.704731	0.193292
right	0.600186	0.571405	1.420663
right	0.519394	0.938766	0.288591
right	0.502554	1.076241	1.666982
right	0.532765	0.626786	1.053427
right	0.773231	0.714145	0.617678
right	0.211640	1.278904	1.474304
right	0.096277	0.892056	0.560943
right	0.400782	1.341125	0.914867
right	0.285558	0.770570	1.401717
right	0.770083	1.110232	0.643240
right	0.978979	1.478436	1.661114
right	0.121887	0.683061	1.909359
right	0.586713	1.417157	0.341969
right	0.143696	0.574138	1.375653
right	0.389371	1.382248	1.035569
right	0.057916	1.421530	1.544830
right	0.906826	1.018656	1.177901
right	0.837133	0.747556	1.268875
right	0.645943	1.225028	0.327024
right	0.058233	1.343787	0.397610
right	0.216724	0.810880	0.124039
right	0.473244	0.532570	1.100790
right	0.391219	0.977664	1.256538
right	0.943385	1.136671	0.356213
right	0.967319	0.572536	1.323487
right	0.046071	1.145161	0.814237
right	0.261047	0.591049	1.681827
right	0.463556	0.627542	0.747202
right	0.343355	0.654267	1.966927
right	0.822511	0.539317	0.289673
right	0.727614	1.397575	1.682513
right	0.848845	0.831323	1.237911
right	0.626437	0.903870	0.738869
right	0.561852	0.598557	0.761061
right	0.164548	0.979189	0.647203
right	0.795350	0.837180	0.187846
right	0.000953	1.151637	0.839168
right	0.398824	1.011710	0.241809
right	0.861070	0.503859	1.264405
right	0.766162	1.060359	1.689805
right	0.054353	1.255845	0.417923
right	0.034130	1.188550	1.913066
right	0.351738	0.959679	1.405319
right	0.814890	0.959903	0.463704
right	0.550589	0.935516	1.672256
right	0.521950	1.389827	0.762657
right	0.582524	1.479672	1.419496
right	0.752480	1.356231	1.275172
right	0.209812	1.246480	0.906708
right	0.582114	0.882605	1.301058
right	0.460877	1.494779	0.963813
right	0.035782	0.976011	1.739776
right	0.659095	1.191410	1.155467
right	0.559043	0.671406	0.305217
right	0.812142	1.305398	1.529048
right	0.544013	0.754785	1.139110
right	0.768302	1.320429	0.936840
right	0.600873	1.047750	0.152196
right	0.399916	1.231022	0.306104
right	0.472285	0.969743	0.146330
right	0.799130	1.268607	0.645918
right	0.491445	1.306589	1.025923
right	0.822611	1.022139	1.921618
right	0.469952	1.456822	1.919490
right	0.761244	1.251386	0.792162
right	0.565665	0.584896	0.356780
right	0.790611	0.674308	1.773582
right	0.999196	0.584980	0.317423
right	0.136096	0.983686	1.385391
right	0.491074	1.112020	0.762294
right	0.751032	0.695967	0.223177
right	0.904280	1.335862	0.480124
right	0.333143	1.479257	1.421772
right	0.614349	0.689417	1.521282
right	0.075989	1.202270	1.697498
right	0.200768	1.306097	0.823996
right	0.174263	1.462098	1.969103
right	0.293569	1.472930	0.676303
right	0.295729	0.888929	0.262888
right	0.782960	1.327623	1.216301
right	0.640618	1.406780	0.964219
right	0.404209	1.159816	1.243372
right	0.390791	0.888521	1.242038
right	0.745631	0.589048	1.416758
right	0.203818	0.522063	1.870939
right	0.938331	1.101694	1.533546
right	0.591882	0.752423	0.324157
right	0.886897	0.514446	1.668609
right	0.192461	1.401373	0.261370
right	0.693686	0.595716	0.208017
right	0.995512	0.698251	0.620964
right	0.462214	1.365523	1.918901
right	0.920066	0.729663	1.734633
right	0.386326	1.464530	1.609735
right	0.614395	0.592784	1.013687
right	0.658292	0.909234	1.022594
right	0.611728	0.510074	1.829904
right	0.779807	0.675823	0.141153
right	0.045517	1.280295	0.635773
right	0.538619	0.520395	0.688076
right	0.035793	1.497625	1.661659
right	0.604523	1.037860	1.791249
right	0.606420	0.538451	0.610873
right	0.615884	0.999303	0.757147
right	0.842700	1.101394	0.141879
right	0.208046	0.816456	1.412478
right	0.035480	1.227628	0.751544
right	0.948674	1.342076	0.822766
right	0.796940	0.668665	1.456943
right	0.709987	0.938823	0.162485
right	0.927281	1.067682	1.697385
right	0.162203	1.245375	0.523712
right	0.965681	0.651208	1.499272
right	0.322271	0.658964	1.459260
right	0.271584	1.333064	1.143830
right	0.062473	1.210724	0.587414
right	0.240367	0.503792	0.956469
right	0.264180	1.398155	1.465543
right	0.363332	1.184230	0.200304
right	0.047396	0.884325	0.669721
right	0.144587	1.262424	1.957508
right	0.557612	1.278194	1.670367
right	0.813584	1.254738	1.622051
right	0.530813	1.105796	0.680471
right	0.530774	1.108042	1.904961
right	0.319631	0.602171	0.609594
right	0.308587	1.299228	1.905507
right	0.385246	0.607516	1.594889
right	0.598115	1.373297	0.548669
right	0.105249	0.798665	1.677238
right	0.846728	0.558220	0.772488
right	0.947704	1.032513	0.342749
right	0.202324	0.643744	0.550501
right	0.157740	0.504330	0.583388
right	0.019301	0.622479	1.840331
right	0.337133	1.468091	1.719164
right	0.719194	1.359247	0.442679
right	0.081427	0.884849	0.645153
right	0.476544	1.455598	0.901924
right	0.677756	1.133939	1.503893
right	0.870185	0.684855	1.730727
right	0.432639	1.493619	1.315314
right	0.046330	1.110011	1.628237
right	0.698658	1.396823	1.972603
right	0.230936	0.753072	1.981469
right	0.032950	1.053307	1.963580
right	0.669309	1.327811	0.214710
right	0.254634	0.746499	0.761435
right	0.280523	0.546109	0.914220
right	0.260158	0.774778	0.297963
right	0.683679	0.921131	0.799824
right	0.677010	0.804279	1.339513
right	0.136633	0.936510	1.521284
right	0.417435	0.637866	1.921529
right	0.508025	1.004394	0.822901
right	0.537275	1.335547	0.384922
right	0.946926	1.263670	1.581940
right	0.415405	0.975867	0.552604
right	0.690672	0.918376	0.966008
right	0.487243	1.235525	1.404011
right	0.194881	1.104831	0.948764
right	0.572666	1.087596	1.324764
right	0.077826	0.873999	1.996398
right	0.820920	0.685989	1.169874
right	0.407218	0.824206	0.182386
right	0.004735	1.441219	0.694350
right	0.260049	1.424776	1.860088
right	0.659661	0.734123	1.000019
right	0.248398	0.620943	0.439748
right	0.502164	0.932398	0.267498
right	0.567598	0.712463	0.828841
right	0.781367	0.609913	0.922358
right	0.299130	1.478322	0.161830
right	0.417468	1.169886	1.877801
right	0.155157	0.662097	0.810655
right	0.979374	0.754396	0.706992
right	0.656835	1.357622	0.445824
right	0.602730	0.758919	1.154509
right	0.480041	1.122530	1.644334
right	0.574872	1.452469	0.696104
right	0.169213	0.917062	1.006371
right	0.392598	1.157738	0.636496
right	0.543094	1.313881	0.489264
right	0.795396	0.878483	1.866407
right	0.049899	0.627936	0.776814
right	0.264499	0.942313	1.255293
right	0.576695	0.650114	1.594354
right	0.252174	0.745420	1.263495
right	0.886721	1.066832	1.732882
right	0.761013	1.441955	0.344616
right	0.120996	0.856580	0.927600
right	0.277793	1.259447	1.688622
right	0.625757	0.581379	1.289278
right	0.810655	1.131771	0.186739
right	0.932797	1.405218	1.631809
right	0.128395	0.889679	1.231268
right	0.235052	0.918684	1.985919
right	0.750641	1.346146	0.621520
right	0.458024	0.826702	1.179130
right	0.552315	0.697296	0.379981
right	0.059523	1.044125	1.865516
right	0.666417	1.150259	0.186374
right	0.211304	0.845562	0.659381
right	0.660767	1.170602	0.432928
right	0.421530	1.161518	0.654118
right	0.096311	0.865830	1.384723
right	0.564277	0.983955	0.994289
right	0.512829	0.715431	0.536386
right	0.987498	1.494432	0.310449
right	0.605934	0.585012	1.798440
right	0.476273	1.169882	1.183804
right	0.829701	1.032507	1.216949
right	0.843528	1.257173	1.629395
right	0.635223	1.376626	1.969868
right	0.483107	0.692508	0.523070
right	0.658126	1.251738	0.145822
right	0.991027	0.991542	0.385864
right	0.800992	1.357144	1.756414
right	0.145683	0.514343	0.680336
right	0.165431	1.210430	1.019025
right	0.720447	1.444609	1.154792
right	0.966215	0.616454	0.475683
right	0.104341	1.249238	0.933421
right	0.214976	1.116988	0.612383
right	0.684471	0.895549	1.490949
right	0.628005	0.565864	1.150006
right	0.471982	1.435410	1.856982
right	0.363135	1.405317	1.668484
right	0.457341	1.145896	0.818146
right	0.309085	0.919155	1.144254
right	0.018389	1.477294	1.797000
right	0.852778	0.507366	1.805429
right	0.532467	1.221233	1.120705
right	0.879232	0.958856	0.357751
right	0.297559	1.023260	0.839956
right	0.567183	1.314924	0.268728
right	0.380876	1.217855	0.974040
right	0.957310	1.123161	0.855353
right	0.300869	0.747452	1.999546
right	0.669559	0.944933	1.886469
right	0.334794	0.635847	0.305295
right	0.296523	0.687293	1.864505
right	0.513749	0.858632	0.875619
right	0.303961	0.970640	0.929529
right	0.371680	0.989605	0.894919
right	0.195034	0.819284	1.696716
right	0.728698	0.886136	1.212403
right	0.774429	0.785621	1.372611
right	0.764172	0.558391	0.513981
right	0.385144	0.670856	0.692848
right	0.105755	1.445337	0.922322
right	0.619464	0.686945	1.675713
right	0.204802	0.548473	1.314844
right	0.532464	0.909782	1.000819
right	0.683961	1.345084	0.583553
right	0.962727	1.383250	0.508058
right	0.112744	1.253361	0.324605
right	0.012179	0.968789	0.444179
right	0.206561	0.502425	0.658834
right	0.688840	1.221817	1.480474
right	0.529635	1.332314	1.656439
right	0.676073	1.184748	1.721353
right	0.805751	1.409044	0.482712
right	0.586455	0.969767	1.694349
right	0.904796	0.992497	0.969864
right	0.113903	1.132049	0.728616
right	0.937000	0.515640	0.234625
right	0.021131	0.923286	0.607125
right	0.737877	0.549530	1.485694
right	0.360874	1.121726	1.805796
right	0.689306	0.588566	1.615107
right	0.845735	1.408136	0.269209
right	0.741173	0.908770	1.008833
right	0.607924	1.218160	0.177401
right	0.995461	1.211626	1.826995
right	0.745568	1.242285	1.136707
right	0.012543	1.018302	0.689606
right	0.417483	0.850882	1.225938
right	0.633224	0.919683	1.191482
right	0.870459	1.360401	1.681449
right	0.064330	0.737684	1.083581
right	0.206727	0.639540	0.600083
right	0.865320	0.900065	1.511504
right	0.080609	0.985588	0.642929
right	0.412430	0.522562	0.924930
right	0.533870	1.150850	1.801000
right	0.821425	1.093497	1.273187
right	0.167125	0.857015	1.229137
right	0.505139	0.938028	1.101123
right	0.576001	0.713599	1.206577
right	0.377899	0.889757	0.192590
right	0.144455	0.737812	0.147376
right	0.723268	1.145770	0.563050
right	0.485495	1.307775	0.403876
right	0.618083	1.090668	0.869288
right	0.281863	0.547844	0.586725
right	0.890908	1.480225	1.561013
right	0.045165	0.642247	1.771834
right	0.998405	1.327159	0.555526
right	0.897974	1.274238	0.644514
right	0.627593	0.630529	1.381001
right	0.758259	0.708501	1.222555
right	0.139214	1.068300	1.212436
right	0.665453	0.861697	0.751329
right	0.525354	0.983046	0.142925
right	0.751987	1.308392	1.471745
right	0.003993	1.094438	1.288471
right	0.013069	1.199589	0.987131
right	0.491769	1.392625	1.238908
right	0.488600	1.463017	0.380281
right	0.545835	1.007370	1.339489
right	0.434627	1.154595	1.988555
right	0.999102	0.543735	1.554279
right	0.945070	1.411440	0.449635
right	0.437982	1.082669	0.899678
right	0.420930	1.217820	1.792981
right	0.343405	0.837447	0.832828
right	0.021366	1.497883	1.307357
right	0.619668	0.645685	1.675688
right	0.908114	1.410076	0.624640
right	0.027792	1.282487	0.544290
right	0.071181	0.524690	0.627216
right	0.152631	0.651952	1.354035
right	0.510103	0.778844	0.699274
right	0.705741	0.772440	1.791754
right	0.098638	0.554073	1.990968
right	0.872694	0.845698	1.424007
right	0.330855	0.537486	1.168165
right	0.225518	1.431749	0.473886
right	0.251135	1.132697	0.303827
right	0.456343	0.543048	1.645734
right	0.570936	0.741097	0.872759
right	0.126648	0.534021	1.975124
right	0.867690	0.806336	1.887394
right	0.431723	1.172964	1.202643
right	0.608786	1.147344	0.903146
right	0.449449	0.838585	1.929426
right	0.644662	1.223269	1.151777
right	0.626621	0.504815	1.105180
right	0.944530	0.639818	1.245194
right	0.672067	1.147400	0.608484
right	0.527820	1.123094	0.226805
right	0.358355	0.557130	0.126937
right	0.063079	0.981112	1.302719
right	0.172103	0.956112	0.259839
right	0.488296	1.043742	0.387517
right	0.948307	0.614186	0.988895
right	0.102991	1.286310	1.375889
right	0.993010	0.638098	0.117020
right	0.266935	0.757059	1.127182
right	0.036963	0.502340	1.568080
right	0.958172	0.592471	0.278517
right	0.780264	0.868427	0.621503
right	0.174080	1.086053	1.060843
right	0.238831	1.106399	0.623719
right	0.652840	1.409932	1.231809
right	0.072602	0.640074	1.686965
right	0.317474	1.052915	1.822165
right	0.171090	0.870212	0.158099
right	0.517846	0.964936	0.489841
right	0.599086	0.812398	0.700710
right	0.145099	1.075809	1.112605
right	0.532056	0.603017	1.418389
right	0.187891	1.481436	0.225266
right	0.252536	1.295987	0.887999
right	0.993565	1.032547	0.280373
right	0.308660	0.649503	1.752699
right	0.055904	1.023037	0.577922
right	0.730299	1.110930	1.083013
right	0.559586	0.579344	1.636315
right	0.344154	0.608798	1.911241
right	0.243145	1.239848	1.905137
right	0.294884	1.207137	1.003763
right	0.248921	0.681431	1.720340
right	0.513429	1.284718	0.601741
right	0.444972	0.940030	0.297714
right	0.469554	1.306006	0.208985
right	0.195454	1.072871	1.756540
right	0.486594	0.513850	0.958618
right	0.687151	0.540757	1.593070
right	0.131006	1.193641	0.489384
right	0.190707	1.464630	0.102282
right	0.458194	0.907025	0.939795
right	0.200305	0.538368	1.812753
right	0.767861	0.850869	1.950249
right	0.822959	0.886064	1.588406
right	0.211551	0.597742	0.829804
right	0.247126	0.744724	0.501408
right	0.653214	1.218942	0.157050
right	0.784908	0.579333	1.021823
right	0.510340	1.160959	1.721494
right	0.487004	1.391542	1.270716
right	0.887004	0.829497	1.900057
right	0.574793	1.346094	0.755385
right	0.501570	1.487454	0.905948
right	0.151289	0.793701	1.343290
right	0.797640	1.241189	1.291660
right	0.810208	1.222833	0.128861
right	0.608473	1.434640	1.782630
right	0.484358	1.143265	0.946585
right	0.763084	0.921040	1.001015
right	0.113798	0.559686	1.714352
right	0.581986	1.214118	1.122394
right	0.928320	1.210152	0.889770
right	0.990530	0.622744	1.106202
right	0.732393	0.743436	0.273822
right	0.596155	0.639350	1.149864
right	0.635046	0.933758	1.527905
right	0.697536	1.062160	0.326871
right	0.090347	1.158514	0.185007
right	0.137791	1.397574	0.614061
right	0.138555	0.888420	0.705813
right	0.965097	1.000963	1.899992
right	0.723054	1.481653	0.465798
right	0.097971	0.622372	0.237903
right	0.510685	1.407662	1.557343
right	0.082779	1.037180	0.456734
right	0.095363	0.503825	0.952310
right	0.354973	0.528514	0.202096
right	0.375973	1.232740	0.202461
right	0.122932	1.278380	0.331078
right	0.761782	0.708479	1.095552
right	0.054633	1.461543	0.767516
right	0.681802	0.500236	0.296386
right	0.065418	0.910677	1.410945
right	0.870366	1.387940	0.474921
right	0.878461	0.831816	1.654689
right	0.181528	1.466590	0.154567
right	0.197296	0.695250	1.029056
right	0.551348	0.867949	0.925283
right	0.770048	1.097159	0.572395
right	0.050038	1.456484	1.404878
right	0.077428	1.141483	0.183663
right	0.251513	1.409908	0.140932
right	0.960674	0.513579	0.773061
right	0.709316	0.835344	1.131666
right	0.623954	1.341301	1.381711
right	0.337758	1.181369	0.637251
right	0.191795	0.667187	0.839814
right	0.453032	0.595408	1.301027
right	0.664489	1.057927	1.597340
right	0.036724	1.171899	0.513453
right	0.898419	0.927265	0.536627
right	0.888314	1.164950	0.977359
right	0.102767	0.599802	1.742244
right	0.647051	1.410360	1.517935
right	0.089434	0.781612	0.262058
right	0.490981	0.835108	0.393604
right	0.157851	0.781613	0.655823
right	0.756566	0.644641	0.700778
right	0.187641	0.729108	0.600784
right	0.816971	1.197543	1.025336
right	0.457124	1.181563	1.008746
right	0.964857	1.222481	1.773585
right	0.017214	0.686238	0.317366
right	0.891928	0.828451	1.666584
right	0.467680	0.716508	1.886032
right	0.563161	0.612230	1.530873
right	0.270671	1.135781	0.109308
right	0.848512	1.123109	1.973712
right	0.740733	0.785905	1.640923
right	0.638277	1.297638	1.382693
right	0.969710	0.769483	1.586533
right	0.114062	0.883211	0.404785
right	0.102265	1.487182	1.547523
right	0.714857	0.871174	1.494298
right	0.284103	0.844826	1.233458
right	0.927377	1.419909	1.409878
right	0.526305	1.009871	1.786256
right	0.557449	0.534981	1.762862
right	0.954060	1.278635	1.687178
right	0.860319	0.554515	1.670663
right	0.088494	1.153936	0.270557
right	0.255618	0.752759	0.765254
right	0.289363	1.279541	0.689415
right	0.246195	1.458793	1.414754
right	0.863696	0.881525	1.040496
right	0.120495	1.343311	0.340145
right	0.792762	0.757267	1.486181
right	0.963533	0.636425	0.823725
right	0.377507	1.212557	1.819220
right	0.084804	1.031419	1.456256
right	0.319346	1.455872	1.722315
right	0.404678	1.036224	0.265183
right	0.837995	1.211414	1.515508
right	0.244467	0.568063	1.828566
right	0.437042	1.206131	1.386159
right	0.231813	0.775059	0.628274
right	0.705472	1.044259	1.256506
right	0.225940	0.601765	0.560959
right	0.078641	0.648404	1.778839
right	0.289991	1.497042	1.406854
right	0.696206	0.937585	0.554891
right	0.630717	1.358573	1.574235
right	0.953255	0.933420	0.216734
right	0.234241	1.108239	0.740975
right	0.892328	1.361520	1.396092
right	0.001043	0.921213	1.240767
right	0.891217	0.824667	1.490332
right	0.466490	1.107325	0.597139
right	0.970259	1.156920	1.756610
right	0.377541	1.295548	0.185114
right	0.425141	0.516013	0.953819
right	0.639308	0.759222	0.396144
right	0.313873	0.620867	1.545569
right	0.683464	1.287826	0.925127
right	0.853490	0.933016	0.575130
right	0.105372	0.789167	1.992679
right	0.817334	0.507818	0.181743
right	0.980483	0.541583	1.531315
right	0.842883	0.724510	1.898447
right	0.722358	0.766980	0.260809
right	0.909299	1.254314	0.159556
right	0.706996	0.896171	0.111246
right	0.675779	1.499338	0.379482
right	0.830828	0.855747	1.242681
right	0.054384	0.825923	1.581993
right	0.299344	1.252746	1.118547
right	0.072570	0.809995	0.795717
right	0.582995	0.716616	1.025035
right	0.186799	1.487618	1.202084
right	0.599357	1.005273	0.401539
right	0.326165	1.484276	0.991602
right	0.311265	1.212664	0.230574
right	0.528995	0.562539	0.429641
right	0.620692	1.023682	1.302866
right	0.024724	0.541085	1.649301
right	0.514351	1.439939	1.484450
right	0.333004	1.054063	1.294077
right	0.888641	0.998042	0.911038
right	0.015224	0.820926	1.171349
right	0.861271	1.309063	0.899466
right	0.144001	0.628241	0.595244
right	0.711964	1.498201	0.994710
right	0.295030	1.291598	1.042000
right	0.089674	1.467492	0.424282
right	0.587784	0.842083	0.896566
right	0.669773	1.390397	1.492012
right	0.913689	1.284558	1.036916
right	0.120707	1.426275	0.130034
right	0.310132	1.271262	0.709926
right	0.716683	0.673638	0.866438
right	0.419704	0.869610	0.355396
right	0.724748	0.709383	0.292624
right	0.031597	0.580836	1.882132
right	0.031392	0.749317	1.231479
right	0.524938	1.000554	0.633197
right	0.551806	1.204804	1.019142
right	0.714486	0.560537	1.747827
right	0.738510	1.238772	1.603297
right	0.520033	1.116120	0.336098
right	0.749691	1.052840	0.229335
right	0.178899	1.334601	1.387138
right	0.742384	0.727656	1.762228
right	0.208019	0.663475	1.104795
right	0.376740	0.661262	0.761024
right	0.220563	1.110004	0.746457
right	0.559745	1.497667	1.062329
right	0.523066	1.492512	1.676019
right	0.361549	1.327345	0.936795
right	0.463852	0.706071	0.566265
right	0.984638	0.796480	0.670556
right	0.065498	1.153601	0.364220
right	0.404657	1.299035	1.364593
right	0.788568	1.284815	0.960986
right	0.983252	1.467433	0.654143
right	0.312124	0.711329	1.027128
right	0.278432	0.875090	0.152335
right	0.215429	0.651970	0.624200
right	0.662603	0.813170	0.579952
right	0.215071	1.366724	1.984493
right	0.894882	0.772143	1.969973
right	0.893391	1.375572	1.662973
right	0.272631	0.699017	1.228026
right	0.354750	1.331108	1.608744
right	0.313660	1.460335	1.860227
right	0.097277	1.081492	1.419530
right	0.701116	0.651103	0.322217
right	0.335873	1.244613	0.259686
right	0.762832	1.239713	0.444961
right	0.097803	1.088359	0.587274
right	0.530545	1.335556	1.856278
right	0.075818	0.628048	0.824771
right	0.901145	1.128292	0.487688
right	0.631918	0.816767	0.447582
right	0.395252	1.133725	0.289633
right	0.135689	0.876100	1.407627
right	0.866143	1.184478	0.229613
right	0.784415	1.132763	1.426478
right	0.275324	1.071793	1.955308
right	0.677757	0.760538	1.963128
right	0.000286	0.941827	1.907342
right	0.862711	0.805888	1.440936
right	0.278559	1.003017	0.747748
right	0.255474	0.646226	1.022188
right	0.261271	1.195660	1.253147
right	0.028403	0.789396	0.901289
right	0.277673	1.084305	1.133163
right	0.759735	0.586807	1.500939
right	0.444523	1.318026	1.555127
right	0.995674	1.150056	1.407131
right	0.728478	1.208868	1.220652
right	0.167929	0.530065	1.060786
right	0.383517	1.368112	0.272959
right	0.556655	1.478156	1.468071
right	0.213880	1.427658	1.728771
right	0.246496	0.846277	1.475894
right	0.583964	0.558316	0.144522
right	0.390829	0.848901	1.383312
right	0.625131	1.445040	1.619858
right	0.334524	1.414152	0.193139
right	0.306205	0.577964	0.553261
right	0.644098	1.143064	0.206930
right	0.596723	0.622831	1.729601
right	0.630114	1.177760	1.182403
right	0.476359	1.285593	0.394782
right	0.813218	1.121653	1.535373
right	0.097304	1.051770	1.473860
right	0.281373	0.522718	0.605092
right	0.520759	1.149426	1.301344
right	0.337225	1.353015	0.965214
right	0.068959	1.196899	0.663556
right	0.915198	1.431995	0.478387
right	0.265621	1.390024	0.991355
right	0.235938	0.552834	0.921643
right	0.646354	0.973400	1.042448
right	0.193035	0.532911	1.204569
